latitude,longitude,city,country,max_temp,humidity,cloudiness,wind_speed,url
-35.105875808891554,-179.6230421998519,vaini,to,82.67,82,8,3.85,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=vaini&units=imperial
16.344927079026192,99.88222654087588,khanu woralaksaburi,th,86.45,83,12,4.41,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=khanu%20woralaksaburi&units=imperial
9.01794926832288,-169.01557860537955,kapaa,us,75.2,73,20,8.05,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=kapaa&units=imperial
-17.539565582775083,39.93880910060045,angoche,mz,79.25,100,44,9.33,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=angoche&units=imperial
68.73837224392389,70.51123661440545,yar-sale,ru,25.34,100,64,5.75,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=yar-sale&units=imperial
-58.97914860473733,-89.40005094711552,punta arenas,cl,33.8,80,0,3.36,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=punta%20arenas&units=imperial
-3.6401703773536696,-72.88746269347914,iquitos,pe,78.8,94,0,2.62,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=iquitos&units=imperial
-55.85041534197545,-59.48981824465223,ushuaia,ar,39.2,100,0,10.29,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=ushuaia&units=imperial
-13.463976596467617,-90.25652219715727,chicama,pe,64.4,82,40,6.93,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=chicama&units=imperial
22.6817646676579,-15.590769059544385,nouadhibou,mr,68.0,72,20,18.34,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=nouadhibou&units=imperial
-67.57202465184497,-93.04594854468712,punta arenas,cl,33.8,80,0,3.36,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=punta%20arenas&units=imperial
-76.8838611210047,177.42127410882148,kaitangata,nz,62.38,50,36,19.28,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=kaitangata&units=imperial
40.14391533008535,91.18288299996095,hami,cn,49.55,67,0,4.74,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=hami&units=imperial
17.234286328926103,-146.26895405534606,hilo,us,73.4,94,40,4.7,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=hilo&units=imperial
-14.361172144909588,113.06883064567103,ambulu,id,79.93,89,12,8.1,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=ambulu&units=imperial
-70.51719360361142,22.885440246811896,bredasdorp,za,60.8,82,56,3.36,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=bredasdorp&units=imperial
45.71060245959046,67.21453390825468,shieli,kz,48.88,79,8,6.42,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=shieli&units=imperial
-75.00076923152031,-10.983655033498422,cape town,za,59.0,67,0,8.05,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=cape%20town&units=imperial
19.450026004690883,-87.11176484043337,tulum,mx,80.6,88,40,9.17,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=tulum&units=imperial
